stop_id,stop_name,stop_lat,stop_lon,Zipcode
21372,Vandegrift Bl & Barnett Cir,33.284951,-117.301963,92055
21373,Hwy 101 & El Portal St,33.057017,-117.298357,92024
21374,Vandegrift Bl & Castellano Way,33.265256,-117.297255,92057
21375,Vandegrift Bl & Douglas Dr,33.274107,-117.29594,92057
21378,Vulcan Av & J St,33.038565,-117.291542,92024
21380,Thunder Dr & Waring Rd,33.187257,-117.288183,92056
21381,Thunder Dr & College Bl,33.198835,-117.288095,92056
21382,Thunder Dr & Westwood Rd,33.192486,-117.288108,92056
21384,Thunder Dr & Jonathon St,33.196779,-117.2881,92056
21385,Saxony Rd & Leucadia Bl,33.064703,-117.285099,92024
21394,Yarrow Dr & Corte Dela Pina,33.122305,-117.273676,92011
21395,El Camino Real & La Costa Av,33.084905,-117.268139,92009
21396,Camino Del Mar & 13th St,32.957426,-117.264349,92014
21399,Camino Del Mar & Del Mar Heights Rd,32.947888,-117.260722,92014
21401,Stevens Av & Genevieve St,32.989169,-117.260412,92075
21402,El Camino Real & 317,33.054702,-117.261649,92024
21403,El Camino Real & Santa Fe Dr,33.039112,-117.259169,92024
21406,Melrose Dr & Melrose Pl,33.209778,-117.255237,92083
21407,Melrose Dr & Cocapah St,33.207175,-117.254534,92083
21409,Melrose Dr & County Complex,33.189719,-117.253735,92081
21415,N Santa Fe Av & Taylor St,33.229487,-117.248145,92084
21419,N Santa Fe Av & Cananea St,33.217088,-117.244747,92084
21421,Melrose Dr & Shadowridge Dr,33.160931,-117.24171,92081
21424,Hwy 76 & North River Rd,33.267735,-117.236613,92003
21426,Rancho Santa Fe Rd & El Camino Del Norte,33.05029,-117.233108,92024
21428,S Mission Rd & Baja Mission Rd,33.312572,-117.229836,92028
21429,E Vista Way & Oak Dr,33.212989,-117.228578,92084
21430,E Vista Way & Strawberry Hill Ln,33.244177,-117.22671,92084
21431,E Vista Way & Foothill Dr,33.218497,-117.225985,92084
21432,S Mission Rd & Hwy 76,33.295362,-117.222986,92028
21438,Rancho Santa Fe Rd & Descanso Av,33.148212,-117.199109,92078
21444,Broadway & Sundance MHP,33.158724,-117.092432,92026
21445,Quince St & Washington Av,33.125275,-117.092201,92025
21446,Escondido Bl & Mission Av,33.128597,-117.089046,92025
21450,Escondido Bl & 2nd Av,33.11884,-117.083087,92025
21453,Escondido Bl & 15th Av,33.10766,-117.075166,92025
21455,Pala Mission Rd & Temecula Rd,33.365286,-117.074888,92059
21457,Sunset Dr & Escondido Bl,33.101188,-117.070214,92025
21464,Hwy 76 & Rhonda Ln,33.335066,-117.004643,92061
21465,Hwy 76 & Pauma Reservation Rd,33.328755,-117.000051,92061
21466,Hwy 76 & Cole Grade Rd,33.31919,-116.99295,92061
21467,Hwy 78 & Cedar St,33.054702,-116.871331,92065
21468,Hwy 78 & Olive St,33.048122,-116.871046,92065
21471,Basilone Rd & Naval Hosp Clinic,33.392107,-117.50977,92055
21472,Basilone Rd & Bldg 53372 (Horno Em Club),33.378956,-117.481622,92055
21473,Basilone Rd & Bldg 53505 (Horno),33.376925,-117.477142,92055
21474,Stuart Mesa & Mitchell,33.251479,-117.404352,92058
21475,Stuart Mesa & Bloom,33.249859,-117.403355,92058
21477,Santa Fe Av & 5th St,33.216731,-117.39291,92055
21478,Santa Fe Av & Nautilus St,33.212681,-117.390804,92058
21480,Stuart Mesa & Vandegrift Bl,33.233466,-117.389591,92055
21483,Coast Hwy & Surfrider Way,33.199551,-117.382482,92054
21489,Coast Hwy & Mission Av,33.196274,-117.37974,92054
21491,Coast Hwy & Michigan Av,33.193094,-117.377053,92054
21494,Coast Hwy & Washington Av,33.190989,-117.375264,92054
21496,Coast Hwy & Wisconsin Av,33.188996,-117.373587,92054
21497,Coast Hwy & West St,33.186977,-117.371962,92054
21504,Coast Hwy & Cassidy St,33.175557,-117.362352,92054
21505,Coast Hwy & Vista Way,33.172727,-117.359968,92054
21510,Carlsbad Bl & Oak Av,33.156618,-117.350627,92008
21511,Carlsbad Bl & Chestnut Av,33.152607,-117.34912,92008
21515,Carlsbad Bl & Tamarack Av,33.147967,-117.345584,92008
21516,Harding St & Oak Av,33.161096,-117.343807,92008
21517,Harding St & Pine Av,33.159934,-117.342872,92008
21520,Pio Pico Dr & Magnolia Av,33.155368,-117.337728,92008
21523,Carlsbad Bl & Cannon Rd,33.132921,-117.335637,92008
21525,Monroe St & Hosp Way,33.171174,-117.334607,92008
21527,Monroe St & Ave Of Trees,33.169508,-117.333817,92008
21528,Carlsbad Bl & Cerezo Dr,33.128843,-117.332786,92008
21529,El Camino Real & Mesa Dr,33.208924,-117.333302,92057
21531,El Camino Real & Oceanside Bl,33.202231,-117.332418,92056
21532,El Camino Real & Vista Oceana,33.216723,-117.33221,92057
21534,El Camino Real & Mission Av,33.227388,-117.33095,92058
21535,Monroe St & Gayle Way,33.165303,-117.328717,92008
21536,El Camino Real & Skyline Dr,33.193603,-117.327851,92056
21537,El Camino Real & Camino Town,33.185428,-117.327838,92056
21538,Monroe St & Chestnut Av,33.162414,-117.326845,92008
21539,El Camino Real & Marron Rd,33.178511,-117.326592,92010
21540,Douglas Dr & Mission Av,33.229438,-117.325971,92058
21541,Douglas Dr & El Camino Real,33.232251,-117.324985,92058
21544,Santa Margarita Rd & Vandegrift Bl,33.322904,-117.325729,92055
21545,El Camino Real & Carlsbad Village Dr,33.172277,-117.322752,92010
21546,Avenida De Anita & Avenida De Louisa,33.175359,-117.322503,92010
21547,Douglas Dr & Pala Rd,33.238448,-117.322461,92058
21548,Avenida De Anita & Calle Susana,33.174685,-117.321105,92010
21549,El Camino Real & Chestnut Av,33.164751,-117.319948,92010
21551,Carlsbad Bl & Poinsettia Ln,33.102303,-117.318179,92011
21554,Sequoia & Farrari,33.347386,-117.319209,92058
21558,El Camino Real & Tamarack Av,33.154523,-117.313223,92010
21560,Rancho Del Oro Rd & Vista Way Village Dr,33.183346,-117.311001,92056
21561,El Camino Real & Kelly Dr,33.152865,-117.310396,92010
21563,Vandegrift Bl & 14th St,33.308243,-117.311202,92055
21566,Rancho Del Oro Rd & Del Oro Homes,33.189771,-117.308179,92056
21568,Hwy 101 & Grandview St,33.075865,-117.305915,92024
21569,Vandegrift Bl & 16th St (14 Area),33.313706,-117.309697,92055
21571,Vandegrift Bl & Base Stables,33.290171,-117.307736,92055
21574,Hwy 101 & Phoebe St,33.069306,-117.303672,92024
21577,Hwy 101 & Leucadia Blvd,33.065251,-117.302395,92024
21585,N River Rd & College Blvd,33.251793,-117.299844,92057
21592,Vandegrift Bl & Gold Dr,33.258424,-117.298583,92057
21593,Vandergrift Blvd & Parker St,33.261889,-117.297926,92057
21599,College Blvd & Adams St,33.249516,-117.295619,92057
21600,Hwy 101 & H St,33.040973,-117.293065,92024
21601,Hwy 101 & K St,33.036021,-117.291784,92007
21603,College Blvd & Via Cupeno,33.247362,-117.291383,92057
21604,El Camino Real & Rancho Carlsbad Dr,33.146948,-117.289971,92010
21606,Thunder Dr & Vista Way,33.184839,-117.28819,92056
21607,Saxony Rd & Seacrest Way,33.051949,-117.285529,92024
21608,Saxony Rd & Silver Berry Pl,33.056028,-117.285411,92024
21609,Saxony Rd & Puebla St,33.061455,-117.28523,92024
21614,Emerald Dr & Silver Fox Ln,33.203969,-117.279449,92083
21615,Emerald Dr & Borra Ct,33.201114,-117.279448,92083
21622,Yarrow Dr & Camino Vida Roble,33.120151,-117.273579,92011
21623,Hwy 101 & Lomas Santa Fe Dr,32.992676,-117.271706,92075
21626,Hwy 101 & Via De La Valle,32.980897,-117.26899,92075
21627,Camino Del Mar & 29th St,32.972405,-117.268375,92014
21628,El Camino Real & Costa Del Mar Rd,33.089723,-117.269242,92009
21629,Camino Del Mar & 24th St,32.96891,-117.267619,92014
21632,El Camino Real & Arenal Rd,33.094306,-117.267716,92009
21634,El Camino Real & Carlsbad Water District,33.131973,-117.268641,92010
21635,El Camino Real & Dove Ln,33.105539,-117.266899,92009
21636,Camino Del Mar & 15th St,32.960084,-117.265178,92014
21637,El Camino Real & Alga Rd,33.102772,-117.266395,92009
21638,El Camino Real & Levante St,33.078829,-117.265471,92009
21639,Camino Del Mar & 9th St,32.95391,-117.263045,92014
21640,El Camino Real & Garden View Rd (501),33.059126,-117.262543,92024
21641,Stevens Av & Academy Dr,32.991333,-117.261312,92075
21642,El Camino Real & Olivenhain Rd,33.068167,-117.262008,92009
21643,El Camino Real & Mountain Vista Dr,33.052145,-117.260777,92024
21644,El Camino Real & Encinitas Bl,33.047681,-117.259423,92024
21645,Stevens Av & Valley Av,32.983545,-117.258628,92075
21650,Melrose Dr & W Los Angeles Dr,33.211869,-117.255605,92083
21652,Melrose Dr & Olive Av,33.205161,-117.254083,92083
21653,Melrose Dr & Sunset Dr,33.178132,-117.253544,92081
21654,Melrose Dr & Las Palmas Dr,33.186503,-117.25329,92081
21655,Melrose Dr & Branding Iron Dr,33.182409,-117.252302,92081
21658,N Santa Fe Av & Paseo Marguerita,33.232065,-117.249394,92084
21660,Melrose Dr & Buena Vista Dr,33.167561,-117.247417,92081
21661,S Mission Rd & Pepper Tree Ln,33.363267,-117.249101,92028
21663,N Torrey Pines Rd & Torrey Pines Golf Course,32.905431,-117.243229,92121
21664,N Santa Fe Av & Angeles Vista Dr,33.225471,-117.246434,92084
21665,N Torrey Pines Rd & Science Park Rd,32.902044,-117.242567,92121
21666,Melrose Dr & Live Oak Rd,33.165129,-117.245739,92081
21667,N Santa Fe Av & Orange St,33.205173,-117.244849,92084
21670,N Santa Fe Av & Townsite Dr,33.211724,-117.244797,92084
21671,N Santa Fe Av & East Dr,33.214268,-117.244787,92084
21672,N Santa Fe Av & Bobier Dr,33.220087,-117.244728,92084
21674,N Santa Fe Av & Vista Village Dr,33.202943,-117.244079,92084
21675,Melrose Dr & Dawson Dr,33.150573,-117.242028,92081
21676,Melrose Dr & Green Oak Rd,33.155441,-117.241509,92081
21677,Melrose Dr & Sycamore Av,33.145931,-117.240992,92081
21678,Rancho Santa Fe Rd & Calle Barcelona,33.072451,-117.241928,92009
21679,Rancho Santa Fe Rd & Encinitas Bl,33.037511,-117.238454,92024
21680,S Mission Rd & Big Oak Ranch Rd,33.33976,-117.238748,92028
21681,Rancho Santa Fe Rd & Olive Crest Dr,33.058182,-117.236043,92024
21683,S Mission Rd & Via Encinos Dr,33.328955,-117.236006,92028
21684,S Mission Rd & Green Canyon Rd,33.333566,-117.235901,92028
21686,Anza Av & Bobier Dr,33.219836,-117.233592,92084
21687,S Mission Rd & Hellers Bend (North),33.324182,-117.235026,92028
21688,Anza Av & Monterey Ln,33.22164,-117.232572,92084
21691,E Vista Way & Hutchison St,33.251215,-117.230728,92084
21692,E Vista Way & Gopher Canyon Rd,33.247448,-117.228043,92084
21693,S Mission Rd & La Canada Rd,33.309276,-117.228253,92028
21694,E Vista Way & Arcadia Av,33.225191,-117.226019,92084
21695,E Vista Way & Serra Dr,33.230803,-117.226052,92084
21696,E Vista Way & Osborne St,33.23943,-117.226132,92084
21697,Rancho Santa Fe Rd & La Costa Meadows Dr,33.105091,-117.224937,92009
21699,Hwy 76 & Camino Del Rey,33.28926,-117.225254,92003
21701,La Mirada Dr & Coral St,33.150706,-117.223043,92081
21703,Sycamore Av & Hibiscus Av,33.161485,-117.219186,92081
21704,Rancho Santa Fe Rd & Camino Del Arroyo,33.122054,-117.218632,92078
21705,La Mirada Dr & Ash St,33.149363,-117.219131,92081
21707,Rancho Santa Fe Rd & Lake San Marcos Dr,33.127139,-117.212923,92078
21709,Rancho Santa Fe & San Marcos Blvd,33.13188,-117.207772,92078
21711,Rancho Santa Fe Rd & Linda Vista Dr,33.14054,-117.202991,92078
21712,Rancho Santa Fe Rd & Cherokee St,33.144836,-117.200812,92078
21713,Rancho Santa Fe Rd & Grand Av,33.146368,-117.200072,92078
21716,Rancho Minerva Middle School,33.20343,-117.20498,92084
21717,Vale Terrace Dr & Alta Mesa Dr,33.206689,-117.214417,92084
21720,North Santa Fe Av & Vista Vilage Dr,33.204022,-117.244969,92083
21723,Valley Pkwy & Citracado Pkwy,33.097098,-117.111007,92029
21724,Valley Pkwy & Vermel Av,33.0996,-117.108406,92029
21727,Rock Springs Rd & Mission Av,33.12724,-117.097572,92025
21728,Morning View Dr & Lincoln Av,33.132785,-117.094625,92026
21730,Broadway & Vista Av,33.154162,-117.091669,92026
21732,Broadway & Sheridan Av,33.143656,-117.09001,92026
21733,Broadway & El Norte Pkwy,33.140432,-117.089484,92026
21734,Escondido Bl & Washington Av,33.126417,-117.088134,92025
21736,Broadway & Lincoln Av,33.134267,-117.086904,92026
21737,Broadway & Mission Av,33.130915,-117.08541,92025
21739,Broadway & Park Av,33.12904,-117.084677,92025
21748,Escondido Bl & 6th Av,33.116108,-117.081157,92025
21749,Escondido Bl & 9th Av,33.113213,-117.079105,92025
21754,Escondido Bl & 13th Av,33.10986,-117.076735,92025
21758,Escondido Bl & Felicita Av,33.105229,-117.073393,92025
21766,Pala Mission Rd & Temecula Rd,33.365156,-117.072053,92059
21773,Bear Valley Pkwy & Mary Ln (San Pasqual HS),33.07715,-117.057368,92025
21774,Bear Valley Pkwy & Peet Ln,33.085837,-117.056958,92025
21777,Midway Dr & Mission Av,33.144316,-117.056046,92027
21779,Midway Dr & 460,33.139018,-117.052508,92027
21780,Citrus Av & Bear Valley Pkwy,33.138626,-117.042664,92027
21784,Valley Center Rd & Woods Valley Rd,33.206321,-117.033271,92082
21785,Hwy 76 & Adams Dr,33.340651,-117.012982,92059
21786,Hwy 78 & Horizon View Dr,33.07523,-116.902692,92065
21794,Oceanside Bl & Macdonald St,33.199141,-117.347618,92054
21795,Mesa Dr & Wilcox St,33.210275,-117.34132,92054
21796,Oceanside Blvd & El Camino Real,33.201865,-117.334587,92054
21797,El Camino Real & Coco Palms Dr (Trico MHP),33.229582,-117.328344,92058
21798,Carlsbad Village Dr & Pontiac Dr,33.171522,-117.313487,92010
21799,Carlsbad Village Dr & Pontiac Dr,33.171863,-117.313041,92010
21801,Barnard Dr & MiraCosta College,33.18904,-117.3005,92056
21803,Encinitas Bl & Town & Country,33.046764,-117.281782,92024
21804,Oceanside Blvd & St Margarets Church,33.210254,-117.278657,92056
21806,Oceanside Blvd & Catalina Cir,33.219413,-117.264372,92056
21807,Oceanside Blvd & Catalina Cir,33.219139,-117.264053,92056
21810,Via De La Valle & 2705,32.980491,-117.249682,92014
21811,W Vista Way & Melrose Plaza,33.196094,-117.252344,92083
21812,Bobier Dr & Heidi Cir,33.221242,-117.240933,92084
21813,Via De La Valle & El Camino Real (N),32.983359,-117.225006,92014
21814,S Santa Fe Av & 1275,33.187777,-117.225668,92083
21815,S Santa Fe Av & Mar Vista Dr (1411),33.184252,-117.222618,92083
21816,S Santa Fe Av & 2511,33.163824,-117.205415,92083
21825,Mission Av & Gamble St,33.131804,-117.080359,92025
21828,Valley Pkwy & Imperial Escondido MHP,33.140049,-117.046697,92027
21829,Valley Pkwy & Citrus Av (Ralphs),33.141382,-117.043042,92027
21831,Glenridge Rd & Vulcan Pl,33.128965,-117.039131,92027
21832,Valley Center Rd & Miller Rd,33.231057,-117.032929,92082
21833,Valley Center Rd & Mirar De Valle Rd,33.21088,-117.033679,92082
21834,Valley Center Rd & Valley Center Plaza,33.217364,-117.033679,92082
21835,Valley Center Rd & Cole Grade Rd,33.231258,-117.026336,92082
21836,Valley Center Rd & Irish Oaks Rd (29779),33.22827,-117.011234,92082
21837,Valley Center Rd & Rock Hill Ranch Rd,33.228328,-117.006247,92082
21838,Valley Center Rd & Sunset Rd,33.228303,-116.98138,92082
21839,Valley Center Rd & Kolb Rd,33.247043,-116.963696,92082
21840,Valley Center Rd & Morningstar Ln,33.248918,-116.963453,92082
21843,Valley Center Rd & Boucher Heights Rd,33.256039,-116.959327,92082
21844,Valley Center Rd & Golsh Rd,33.277455,-116.953759,92082
21845,Valley Center Rd & South Resort Dr (Harrah's),33.265617,-116.953915,92082
21846,Valley Center Rd & Arviso Rd,33.270169,-116.953864,92082
21847,Valley Center Rd & Tribal Rd,33.272782,-116.953776,92082
21848,Hwy 78 & Across From Turnout,33.087979,-116.937454,92025
21852,Vandegrift Bl & Building 22831,33.287668,-117.371183,92055
21853,Oceanside Bl & Coast Hwy,33.184039,-117.368724,92054
21854,Oceanside Blvd & I-5,33.189469,-117.363506,92054
21855,Vandegrift Bl & 7th St,33.294332,-117.357808,92055
21857,Oceanside Blvd & Crouch St,33.19439,-117.35441,92054
21858,11th St & Vandegrift Bl,33.298137,-117.346299,92055
21864,Oceanside Blvd & Rancho Del Oro Dr,33.203201,-117.31195,92056
21865,MiraCosta College,33.192362,-117.303695,92056
21866,Oceanside Blvd & Corporate Centre Dr,33.203696,-117.30591,92056
21867,Waring Rd & Camarillo Av,33.186608,-117.29412,92056
21870,Saxony Rd & Saxony Pl,33.053697,-117.285478,92024
21871,W Vista Way & Cedar Rd,33.186253,-117.283402,92083
21872,Oceanside Bl & Arroyo Av,33.208744,-117.280885,92056
21874,Oceanside Blvd & Beverly Glen Dr,33.212933,-117.274952,92056
21876,Encinitas Bl & Beechtree Dr,33.046164,-117.262098,92024
21879,Bobier Dr & Kiva Ln,33.221252,-117.243394,92084
21881,Park Center Dr & 1335,33.140367,-117.238832,92081
21883,S Santa Fe Av & 1011,33.192354,-117.230662,92083
21884,S Santa Fe Av & Monte Vista Dr (1069),33.190941,-117.228282,92083
21885,Vale Terrace Dr & Brengle Terrace Pk,33.206129,-117.219354,92084
21886,Via De La Valle & Las Palomas,32.994258,-117.212169,92091
21889,Mission Rd & Knoll Rd,33.145072,-117.172851,92069
21891,Mission Rd & Mission Hills Ct,33.143883,-117.144753,92069
21893,Country Club Ln & Montego Av,33.157363,-117.103364,92026
21895,Valley Pkwy & Ivy St,33.125124,-117.077339,92025
21896,Sunset Dr & Royal Crest Dr,33.09698,-117.063925,92025
21897,Valley Pkwy & Eastwood Meadows MHP,33.142608,-117.041154,92027
21898,Glenridge Rd & Vulcan Pl,33.128763,-117.03921,92027
21899,Valley Center Rd & Irish Oaks Rd,33.228141,-117.010713,92082
21900,Hwy 78 & San Pasqual School,33.08896,-116.979231,92025
21901,Valley Center Rd & Sunset Rd,33.228159,-116.981322,92082
21902,Hwy 78 & FAH Medical Station,33.089845,-116.975963,92025
21904,Valley Center Rd & S Paradise Creek Ln,33.244892,-116.963817,92082
21907,Valley Center Rd & South Resort Dr (Harrah's),33.266185,-116.953658,92082
21908,Valley Center Rd & McCormick Rd,33.270915,-116.95361,92082
21909,Valley Center Rd & Mazzetti Ln,33.277369,-116.953585,92082
21910,Valley Center Rd & Tribal Rd,33.273732,-116.953595,92082
21911,Hwy 78 & San Pasqual Academy,33.090456,-116.948499,92025
21912,Hwy 78 & Mountain View Church,33.061941,-116.871653,92065
21917,Stuart Mesa & Donald Cook Rd,33.257162,-117.421532,92055
21926,Coast Hwy & Eaton St,33.170442,-117.358041,92054
21927,Carlsbad Bl & Cypress Av,33.161687,-117.353992,92008
21930,Marron Rd & Monroe St,33.176656,-117.338715,92008
21932,Marron Rd & Monroe St (Sears),33.177361,-117.334131,92008
21934,Hwy 101 & Bishops Gate Rd,33.078665,-117.307162,92024
21935,Barnard Dr & Glaser Dr (Miracosta College),33.191186,-117.304352,92056
21936,Barnard Dr & MiraCosta Theatre,33.187995,-117.301944,92056
21938,Hwy 101 & A St,33.05046,-117.294651,92024
21940,Yarrow Dr & 6231,33.121754,-117.273849,92011
21942,N Santa Fe Av & Guajome Park,33.240795,-117.273677,92056
21943,El Camino Real & Cassia Rd,33.113479,-117.27179,92011
21944,El Camino Real & La Costa Towne Ctr,33.081363,-117.266621,92009
21946,El Camino Real & Pointsettia Ln,33.107811,-117.268685,92011
21947,El Camino Real & Campus Point,33.132231,-117.26935,92008
21948,El Camino Real & Costa Del Mar Rd,33.089014,-117.269481,92011
21949,El Camino Real & Garden View Rd,33.058042,-117.262894,92024
21950,El Camino Real & Camino Encinitas Plaza (318),33.05439,-117.261931,92024
21952,Melrose Dr & Oceanside Blvd,33.220196,-117.258808,92056
21954,Via De La Valle & San Andres Dr,32.980963,-117.24889,92014
21955,S Mission Rd & Clemmens Ln,33.368661,-117.25065,92028
21957,Park Center Dr & 1330,33.140785,-117.238695,92081
21958,Bobier Dr & Heidi Cir,33.221429,-117.238715,92084
21959,S Santa Fe Av & Monte Vista Dr (1070),33.19093,-117.22787,92084
21960,Foothill Dr & E Vista Way,33.217377,-117.224258,92084
21961,Via De La Valle & Caminito Porta Delgada,32.983942,-117.220454,92014
21962,Vale Terrace & 1229,33.208444,-117.222566,92084
21963,Shadowridge Dr & Watson Way (780),33.166417,-117.221367,92081
21964,Vale Terrace Dr & Brengle Terrace Pk,33.206565,-117.21969,92084
21965,S Santa Fe Av & Azalea Dr,33.167919,-117.205842,92084
21966,S Santa Fe Av & Poinsettia Av (2430),33.164854,-117.205217,92084
21968,Mission Rd & San Marcos Senior Ctr,33.143039,-117.163683,92069
21969,Mission Rd & Mission Hills HS,33.143287,-117.142538,92069
21971,Mission Rd & Enterprise St (1564),33.126812,-117.113707,92029
21972,Country Club Ln & Montego Av,33.157576,-117.103497,92026
21975,Midway Dr & Valley Pkwy,33.139201,-117.052748,92027
21976,Hwy 76 & Agua Tibia Ranch,33.354988,-117.031689,92059
21977,Hwy 76 & Grassy Meadow Rd,33.322362,-116.995557,92061
21978,Hwy 78 & SD Archaeological Ctr,33.088649,-116.98153,92027
21979,Hwy 76 & Lazy H Ranch Restaurant,33.290053,-116.96728,92061
21980,Hwy 78 & San Pasqual Academy,33.090646,-116.950499,92027
21981,Hwy 78 & Turnout (18990 Hwy 78),33.088798,-116.937454,92027
21985,Stuart Mesa & Edson Range,33.25865,-117.414291,92055
21986,Santa Fe Av & Del Mar Gate,33.208473,-117.390526,92055
21996,Mesa Dr & Hoover St,33.204339,-117.35036,92054
21997,El Camino Real & Villa Mesa,33.210792,-117.333279,92057
22000,Vista Way & 3330 (Auto Club),33.180764,-117.314723,92056
22002,El Camino Real & W Ranch St,33.15178,-117.303926,92010
22004,Vista Way & Tri-City Medical Center,33.183933,-117.290909,92056
22005,Santa Fe Dr & Scripps Hospital,33.036355,-117.284125,92024
22006,N Santa Fe Av & Alamosa Park Dr,33.24325,-117.278633,92056
22007,Hwy 101 & Solana Beach City Hall,32.983562,-117.269925,92075
22008,El Camino Real & La Costa Towne Ctr,33.082216,-117.26668,92009
22009,San Rodolfo Dr & Plaza West,32.994151,-117.259783,92075
22013,Park Center Dr & 1280 (Watkins),33.142678,-117.236222,92081
22014,Park Center Dr & Avenida Chelsea,33.143326,-117.233729,92081
22015,Hwy 76 & Via Montellano,33.275783,-117.233435,92003
22016,Vale Terrace Dr & Ponderosa Dr,33.209047,-117.227645,92084
22017,Rancho Santa Fe Rd & Security Pl,33.134486,-117.206446,92078
22018,Del Dios Hwy & Via Cuatro Caminos,33.034924,-117.17552,92067
22020,CSUSM Craven Circle,33.128589,-117.160085,92096
22022,Country Club Ln & Abby Ln,33.15669,-117.123431,92026
22023,Mission Rd & Andreasen Dr,33.124651,-117.107935,92029
22025,Morning View Dr & Morning View Ter,33.140367,-117.09725,92026
22028,Morning View Dr & Riverwalk Apts,33.138184,-117.096519,92026
22032,Hwy 76 & Fox Raceway,33.363925,-117.059467,92059
22033,Hwy 76 & Agua Tibia Ranch,33.355071,-117.031466,92059
22034,Hwy 78 & Cloverdale Rd,33.097688,-117.021368,92027
22035,Hwy 76 & 14970,33.338216,-117.007011,92061
22036,San Diego Safari Park (Inside gate),33.09995,-117.001837,92027
22037,Hwy 76 & Roberts Ranch,33.322463,-116.995361,92061
22038,Hwy 76 & Pauma Valley Dr,33.303435,-116.978338,92061
22039,Hwy 78 & FAH Medical Station,33.089934,-116.976199,92027
22040,Hwy 76 & Pauma Valley Community Ctr,33.29343,-116.969173,92061
22042,Hwy 78 & Ash St,33.060483,-116.871437,92065
22043,Basilone Rd & Bldg 53346 (Phone Ctr),33.377173,-117.479138,92055
22049,Basilone Rd & Bldg 52540,33.393852,-117.513825,92055
22050,Basilone Rd & Vicinity Bldg 520593,33.391911,-117.509787,92055
22051,Basilone Rd & Horno Em Club,33.378722,-117.481583,92055
22053,Stuart Mesa & Las Flores,33.288321,-117.440953,92055
22054,Edson Range & Bldg 31498,33.256626,-117.420701,92055
22055,Main Gate & Edson Range,33.258627,-117.414885,92055
22056,Brown St & Opp 43532 (Las Pulgas),33.349781,-117.412686,92055
22058,Brown St & Bldg 43410,33.347265,-117.411467,92055
22059,Brown St & Henderson,33.344261,-117.410752,92055
22061,Monroe St & Ave Of Trees,33.169634,-117.334104,92008
22063,Santa Margarita & Forrestal Rd,33.333585,-117.327735,92055
22064,Santa Margarita & Lake O'Neill,33.325236,-117.325921,92055
22065,Vandegrift Bl & Base Stables,33.289193,-117.30674,92055
22066,El Camino Real & Cannon Rd,33.149055,-117.296461,92008
22067,Vandegrift Bl & San Luis Rey Gate,33.279748,-117.298792,92055
22069,N Torrey Pines Rd & Torrey Pines State Beach,32.935521,-117.260572,92014
22070,Stevens Av & Nardo Av (La Colonia Park),32.985903,-117.260068,92075
22071,Stevens Av & Valley Av,32.983674,-117.259043,92075
22073,N Torrey Pines Rd & State Beach Reserve,32.929042,-117.259684,92121
22074,Melrose Dr & Cannon Rd (Ralphs),33.173425,-117.253305,92056
22076,La Mirada Dr & Poinsettia Av,33.148236,-117.216337,92081
22079,Escondido Bl & Washington Av,33.125087,-117.087664,92025
22081,Coast Hwy & Morse St,33.178545,-117.365123,92054
22082,Douglas Dr & Country Villas Apts,33.233061,-117.324869,92058
22084,Vandegrift Bl & 13 St,33.304893,-117.312065,92055
22087,Hwy 101 & Cardiff Beach,33.013007,-117.27985,92007
22088,Stevens Av & San Rodolfo Dr,32.993286,-117.262108,92075
22089,Stevens Av & Academy Dr,32.991042,-117.261434,92075
22090,Stevens Av & Genevieve St,32.989089,-117.260619,92075
22091,Valley Av & Waterford Dr,32.981163,-117.257948,92075
22093,Melrose Dr & Shadowridge Meadows Apts,33.169329,-117.250768,92056
22094,N Torrey Pines Rd & NU System Drwy,32.910339,-117.244715,92037
22096,Oak Dr & 1506 (MHP),33.221288,-117.221881,92084
22097,S Santa Fe Av & Bosstick Bl (2907),33.159148,-117.203274,92069
22098,Valley Pkwy & Citracado Pkwy,33.097473,-117.111124,92029
22103,Carlsbad Bl & Army Navy Academy,33.161804,-117.353767,92008
22104,Santa Margarita & Base Hospital,33.341459,-117.328749,92055
22106,Hwy 101 & Cardiff Beach,33.013181,-117.279598,92007
22112,S Mission Rd & Fairbrook Farms (4949),33.301283,-117.226025,92028
22118,Broadway & 1160,33.137208,-117.088235,92026
22122,Basilone Rd & Bldg 53332,33.377349,-117.479442,92055
22123,Las Flores & Bldg 41398,33.28857,-117.441369,92055
22128,Vandegrift Bl & Commissary,33.227132,-117.391738,92055
22129,Coast Hwy & Las Salinas MHP,33.180164,-117.366229,92054
22130,11th St & E Av,33.298248,-117.34614,92055
22132,Santa Margarita Rd & Lake O'Neill Rd,33.325782,-117.325761,92055
22134,Vandegrift Bl & 13th St (Main Px),33.30355,-117.311999,92055
22135,Vandegrift Bl & 14th St,33.306026,-117.311663,92055
22138,Sunset Dr & Sky Haven Ln,33.184461,-117.279093,92081
22139,Hwy 101 & Cliff St,32.997116,-117.273332,92075
22142,Stevens Av & Nardo Av,32.986323,-117.259833,92075
22143,Valley Av & Highland Dr,32.980329,-117.257325,92075
22145,Melrose Dr & 1510 (Sr Heights Apt),33.16877,-117.249273,92081
22147,La Mirada Dr & Poinsettia Av,33.148192,-117.215754,92081
22150,Hale Av & Parkdale Apts,33.11123,-117.107743,92029
22151,9th Av & Windsor Pl,33.111446,-117.10556,92029
